image,x,y,r,g,b
th,3,2,165,25,49
th,3,3,244,245,248
th,3,4,45,42,74
th,3,5,45,42,74
th,3,6,45,42,74
th,3,7,45,42,74
th,3,8,244,245,248
th,3,9,165,25,49
th,3,10,165,25,49
th,4,1,165,25,49
th,4,2,165,25,49
th,4,3,244,245,248
th,4,4,45,42,74
th,4,5,45,42,74
th,4,6,45,42,74
th,4,7,45,42,74
th,4,8,244,245,248
th,4,9,165,25,49
th,4,10,165,25,49
th,5,1,165,25,49
th,5,2,165,25,49
th,5,3,244,245,248
th,5,4,45,42,74
th,5,5,45,42,74
th,5,6,45,42,74
th,5,7,45,42,74
th,5,8,244,245,248
th,5,9,165,25,49
th,5,10,165,25,49
th,6,1,165,25,49
th,6,2,165,25,49
th,6,3,244,245,248
th,6,4,45,42,74
th,6,5,45,42,74
th,6,6,45,42,74
th,6,7,45,42,74
th,6,8,244,245,248
th,6,9,165,25,49
th,6,10,165,25,49
th,7,1,165,25,49
th,7,2,165,25,49
th,7,3,244,245,248
th,7,4,45,42,74
th,7,5,45,42,74
th,7,6,45,42,74
th,7,7,45,42,74
th,7,8,244,245,248
th,7,9,165,25,49
th,7,10,165,25,49
th,8,1,165,25,49
th,8,2,165,25,49
th,8,3,244,245,248
th,8,4,45,42,74
th,8,5,45,42,74
th,8,6,45,42,74
th,8,7,45,42,74
th,8,8,244,245,248
th,8,9,165,25,49
th,8,10,165,25,49
th,9,1,165,25,49
th,9,2,165,25,49
th,9,3,244,245,248
th,9,4,45,42,74
th,9,5,45,42,74
th,9,6,45,42,74
th,9,7,45,42,74
th,9,8,244,245,248
th,9,9,165,25,49
th,9,10,165,25,49
th,10,1,165,25,49
th,10,2,165,25,49
th,10,3,244,245,248
th,10,4,45,42,74
th,10,5,45,42,74
th,10,6,45,42,74
th,10,7,45,42,74
th,10,8,244,245,248
th,10,9,165,25,49
th,10,10,165,25,49
gp,1,1,0,36,136
gp,1,2,0,36,136
gp,1,3,0,36,136
gp,1,4,0,0,0
gp,1,5,0,0,0
gp,1,6,0,0,0
gp,1,7,0,0,0
gp,1,8,0,0,0
gp,1,9,0,0,0
gp,1,10,0,0,0
gp,2,1,0,36,136
gp,2,2,252,221,9
gp,2,3,0,36,136
gp,2,4,0,0,0
gp,2,5,0,110,0
gp,2,6,0,0,0
gp,2,7,0,0,0
gp,2,8,0,0,0
gp,2,9,0,0,0
gp,2,10,0,0,0
gp,3,1,0,36,136
gp,3,2,252,221,9
gp,3,3,0,36,136
gp,3,4,0,0,0
gp,3,5,0,0,0
gp,3,6,1,128,0
gp,3,7,0,0,0
gp,3,8,0,0,0
gp,3,9,0,0,0
gp,3,10,0,0,0
gp,4,1,0,36,136
gp,4,2,0,36,136
gp,4,3,0,36,136
gp,4,4,0,0,0
gp,4,5,0,0,0
gp,4,6,252,221,9
gp,4,7,252,221,9
gp,4,8,252,221,9
gp,4,9,0,0,0
gp,4,10,0,0,0
gp,5,1,0,36,136
gp,5,2,252,221,9
gp,5,3,0,36,136
gp,5,4,0,0,0
gp,5,5,132,117,4
gp,5,6,252,221,9
gp,5,7,252,221,9
gp,5,8,252,221,9
gp,5,9,252,221,9
gp,5,10,0,0,0
gp,6,1,0,36,136
gp,6,2,252,221,9
gp,6,3,0,36,136
gp,6,4,0,0,0
gp,6,5,252,221,9
gp,6,6,252,221,9
gp,6,7,252,221,9
gp,6,8,252,221,9
gp,6,9,252,221,9
gp,6,10,252,221,9
gp,7,1,0,36,136
gp,7,2,0,36,136
gp,7,3,0,36,136
gp,7,4,0,0,0
gp,7,5,46,40,1
gp,7,6,0,0,0
gp,7,7,252,221,9
gp,7,8,0,71,0
gp,7,9,252,221,9
gp,7,10,0,0,0
gp,8,1,0,36,136
gp,8,2,252,221,9
gp,8,3,0,36,136
gp,8,4,0,0,0
gp,8,5,0,0,0
gp,8,6,0,0,0
gp,8,7,0,0,0
gp,8,8,0,0,0
gp,8,9,1,128,0
gp,8,10,0,0,0
gp,9,1,0,36,136
gp,9,2,252,221,9
gp,9,3,0,36,136
gp,9,4,0,0,0
gp,9,5,0,0,0
gp,9,6,0,0,0
gp,9,7,0,0,0
gp,9,8,0,0,0
gp,9,9,0,0,0
gp,9,10,0,0,0
gp,10,1,0,36,136
gp,10,2,0,36,136
gp,10,3,0,36,136
gp,10,4,0,0,0
gp,10,5,0,0,0
gp,10,6,0,0,0
gp,10,7,0,0,0
gp,10,8,0,0,0
gp,10,9,0,0,0
gp,10,10,0,0,0
eh,1,1,0,0,0
eh,1,2,196,17,27
eh,1,3,196,17,27
eh,1,4,196,17,27
eh,1,5,196,17,27
eh,1,6,196,17,27
eh,1,7,196,17,27
eh,1,8,196,17,27
eh,1,9,196,17,27
eh,1,10,0,122,61
eh,2,1,0,0,0
eh,2,2,0,0,0
eh,2,3,196,17,27
eh,2,4,196,17,27
eh,2,5,196,17,27
eh,2,6,196,17,27
eh,2,7,196,17,27
eh,2,8,196,17,27
eh,2,9,0,122,61
eh,2,10,0,122,61
eh,3,1,0,0,0
eh,3,2,0,0,0
eh,3,3,0,0,0
eh,3,4,255,255,255
eh,3,5,196,17,27
eh,3,6,196,17,27
eh,3,7,255,255,255
eh,3,8,0,122,61
eh,3,9,0,122,61
eh,3,10,0,122,61
eh,4,1,0,0,0
eh,4,2,0,0,0
eh,4,3,0,0,0
eh,4,4,255,255,255
eh,4,5,255,255,255
eh,4,6,255,255,255
eh,4,7,255,255,255
eh,4,8,0,122,61
eh,4,9,0,122,61
eh,4,10,0,122,61
eh,5,1,0,0,0
eh,5,2,0,0,0
eh,5,3,0,0,0
eh,5,4,255,255,255
eh,5,5,196,17,27
eh,5,6,196,17,27
eh,5,7,255,255,255
eh,5,8,0,122,61
eh,5,9,0,122,61
eh,5,10,0,122,61
eh,6,1,0,0,0
eh,6,2,0,0,0
eh,6,3,0,0,0
eh,6,4,255,255,255
eh,6,5,255,255,255
eh,6,6,255,255,255
eh,6,7,255,255,255
eh,6,8,0,122,61
eh,6,9,0,122,61
eh,6,10,0,122,61
eh,7,1,0,0,0
eh,7,2,0,0,0
eh,7,3,0,0,0
eh,7,4,255,255,255
eh,7,5,255,255,255
eh,7,6,255,255,255
eh,7,7,255,255,255
eh,7,8,0,122,61
eh,7,9,0,122,61
eh,7,10,0,122,61
eh,8,1,0,0,0
eh,8,2,0,0,0
eh,8,3,0,0,0
eh,8,4,255,255,255
eh,8,5,255,255,255
eh,8,6,255,255,255
eh,8,7,255,255,255
eh,8,8,0,122,61
eh,8,9,0,122,61
eh,8,10,0,122,61
eh,9,1,0,0,0
eh,9,2,0,0,0
eh,9,3,0,0,0
eh,9,4,255,255,255
eh,9,5,255,255,255
eh,9,6,255,255,255
eh,9,7,255,255,255
eh,9,8,0,122,61
eh,9,9,0,122,61
eh,9,10,0,122,61
eh,10,1,0,0,0
eh,10,2,0,0,0
eh,10,3,0,0,0
eh,10,4,255,255,255
eh,10,5,255,255,255
eh,10,6,255,255,255
eh,10,7,255,255,255
eh,10,8,0,122,61
eh,10,9,0,122,61
eh,10,10,0,122,61
ki,1,1,200,16,16
ki,1,2,200,16,16
ki,1,3,200,16,16
ki,1,4,200,16,16
ki,1,5,200,16,16
ki,1,6,255,255,255
ki,1,7,24,48,112
ki,1,8,255,255,255
ki,1,9,255,255,255
ki,1,10,24,48,112
ki,2,1,200,16,16
ki,2,2,200,16,16
ki,2,3,200,16,16
ki,2,4,200,16,16
ki,2,5,200,16,16
ki,2,6,255,255,255
ki,2,7,24,48,112
ki,2,8,227,225,232
ki,2,9,255,255,255
ki,2,10,24,48,112
ki,3,1,200,16,16
ki,3,2,200,16,16
ki,3,3,200,16,16
ki,3,4,200,16,16
ki,3,5,200,16,16
ki,3,6,255,255,255
ki,3,7,24,48,112
ki,3,8,255,255,255
ki,3,9,255,255,255
ki,3,10,24,48,112
ki,4,1,200,16,16
ki,4,2,200,16,16
ki,4,3,200,16,16
ki,4,4,200,16,16
ki,4,5,200,16,16
ki,4,6,255,255,255
ki,4,7,24,48,112
ki,4,8,227,225,232
ki,4,9,255,255,255
ki,4,10,24,48,112
ki,5,1,200,16,16
ki,5,2,248,208,0
ki,5,3,164,73,5
ki,5,4,221,184,0
ki,5,5,248,208,0
ki,5,6,255,255,255
ki,5,7,24,48,112
ki,5,8,255,255,255
ki,5,9,255,255,255
ki,5,10,24,48,112
ki,6,1,236,198,0
ki,6,2,164,73,5
ki,6,3,236,198,0
ki,6,4,248,208,0
ki,6,5,248,208,0
ki,6,6,255,255,255
ki,6,7,24,48,112
ki,6,8,255,255,255
ki,6,9,255,255,255
ki,6,10,24,48,112
ki,7,1,200,16,16
ki,7,2,200,16,16
ki,7,3,200,16,16
ki,7,4,200,16,16
ki,7,5,200,16,16
ki,7,6,255,255,255
ki,7,7,24,48,112
ki,7,8,255,255,255
ki,7,9,255,255,255
ki,7,10,24,48,112
ki,8,1,200,16,16
ki,8,2,200,16,16
ki,8,3,200,16,16
ki,8,4,200,16,16
ki,8,5,200,16,16
ki,8,6,255,255,255
ki,8,7,24,48,112
ki,8,8,255,255,255
ki,8,9,255,255,255
ki,8,10,24,48,112
ki,9,1,200,16,16
ki,9,2,200,16,16
ki,9,3,200,16,16
ki,9,4,200,16,16
ki,9,5,200,16,16
ki,9,6,255,255,255
ki,9,7,24,48,112
ki,9,8,255,255,255
ki,9,9,255,255,255
ki,9,10,24,48,112
ki,10,1,200,16,16
ki,10,2,200,16,16
ki,10,3,200,16,16
ki,10,4,200,16,16
ki,10,5,200,16,16
ki,10,6,255,255,255
ki,10,7,24,48,112
ki,10,8,255,255,255
ki,10,9,255,255,255
ki,10,10,24,48,112
bs,1,1,0,119,139
bs,1,2,0,0,0
bs,1,3,0,0,0
bs,1,4,0,0,0
bs,1,5,0,0,0
bs,1,6,0,0,0
bs,1,7,0,0,0
bs,1,8,0,0,0
bs,1,9,0,0,0
bs,1,10,0,119,139
bs,2,1,0,119,139
bs,2,2,0,119,139
bs,2,3,0,0,0
bs,2,4,0,0,0
bs,2,5,0,0,0
bs,2,6,0,0,0
bs,2,7,0,0,0
bs,2,8,0,0,0
bs,2,9,0,119,139
bs,2,10,0,119,139
bs,3,1,0,119,139
bs,3,2,0,119,139
bs,3,3,0,119,139
bs,3,4,0,0,0
bs,3,5,0,0,0
bs,3,6,0,0,0
bs,3,7,0,0,0
bs,3,8,0,119,139
bs,3,9,0,119,139
bs,3,10,0,119,139
bs,4,1,0,119,139
bs,4,2,0,119,139
bs,4,3,0,119,139
bs,4,4,255,199,44
bs,4,5,0,0,0
bs,4,6,0,0,0
bs,4,7,255,199,44
bs,4,8,0,119,139
bs,4,9,0,119,139
bs,4,10,0,119,139
bs,5,1,0,119,139
bs,5,2,0,119,139
bs,5,3,0,119,139
bs,5,4,255,199,44
bs,5,5,255,199,44
bs,5,6,255,199,44
bs,5,7,255,199,44
bs,5,8,0,119,139
bs,5,9,0,119,139
bs,5,10,0,119,139
bs,6,1,0,119,139
bs,6,2,0,119,139
bs,6,3,0,119,139
bs,6,4,255,199,44
bs,6,5,255,199,44
bs,6,6,255,199,44
bs,6,7,255,199,44
bs,6,8,0,119,139
bs,6,9,0,119,139
bs,6,10,0,119,139
bs,7,1,0,119,139
bs,7,2,0,119,139
bs,7,3,0,119,139
bs,7,4,255,199,44
bs,7,5,255,199,44
bs,7,6,255,199,44
bs,7,7,255,199,44
bs,7,8,0,119,139
bs,7,9,0,119,139
bs,7,10,0,119,139
bs,8,1,0,119,139
bs,8,2,0,119,139
bs,8,3,0,119,139
bs,8,4,255,199,44
bs,8,5,255,199,44
bs,8,6,255,199,44
bs,8,7,255,199,44
bs,8,8,0,119,139
bs,8,9,0,119,139
bs,8,10,0,119,139
bs,9,1,0,119,139
bs,9,2,0,119,139
bs,9,3,0,119,139
bs,9,4,255,199,44
bs,9,5,255,199,44
bs,9,6,255,199,44
bs,9,7,255,199,44
bs,9,8,0,119,139
bs,9,9,0,119,139
bs,9,10,0,119,139
bs,10,1,0,119,139
bs,10,2,0,119,139
bs,10,3,0,119,139
bs,10,4,255,199,44
bs,10,5,255,199,44
bs,10,6,255,199,44
bs,10,7,255,199,44
bs,10,8,0,119,139
bs,10,9,0,119,139
bs,10,10,0,119,139
kp,1,1,2,79,162
kp,1,2,2,79,162
kp,1,3,237,28,39
kp,1,4,237,28,39
kp,1,5,237,28,39
kp,1,6,237,28,39
kp,1,7,237,28,39
kp,1,8,237,28,39
kp,1,9,2,79,162
kp,1,10,2,79,162
kp,2,1,2,79,162
kp,2,2,2,79,162
kp,2,3,237,28,39
kp,2,4,237,28,39
kp,2,5,237,28,39
kp,2,6,237,28,39
kp,2,7,237,28,39
kp,2,8,237,28,39
kp,2,9,2,79,162
kp,2,10,2,79,162
kp,3,1,2,79,162
kp,3,2,2,79,162
kp,3,3,237,28,39
kp,3,4,252,212,214
kp,3,5,237,27,38
kp,3,6,255,255,255
kp,3,7,241,72,81
kp,3,8,237,28,39
kp,3,9,2,79,162
kp,3,10,2,79,162
kp,4,1,2,79,162
kp,4,2,2,79,162
kp,4,3,237,28,39
kp,4,4,255,255,255
kp,4,5,237,28,39
kp,4,6,237,28,39
kp,4,7,255,255,255
kp,4,8,237,28,39
kp,4,9,2,79,162
kp,4,10,2,79,162
kp,5,1,2,79,162
kp,5,2,2,79,162
kp,5,3,237,28,39
kp,5,4,237,28,39
kp,5,5,237,28,39
kp,5,6,237,28,39
kp,5,7,237,28,39
kp,5,8,237,28,39
kp,5,9,2,79,162
kp,5,10,2,79,162
kp,6,1,2,79,162
kp,6,2,2,79,162
kp,6,3,237,28,39
kp,6,4,237,28,39
kp,6,5,237,28,39
kp,6,6,237,28,39
kp,6,7,237,28,39
kp,6,8,237,28,39
kp,6,9,2,79,162
kp,6,10,2,79,162
kp,7,1,2,79,162
kp,7,2,2,79,162
kp,7,3,237,28,39
kp,7,4,237,28,39
kp,7,5,237,28,39
kp,7,6,237,28,39
kp,7,7,237,28,39
kp,7,8,237,28,39
kp,7,9,2,79,162
kp,7,10,2,79,162
kp,8,1,2,79,162
kp,8,2,2,79,162
kp,8,3,237,28,39
kp,8,4,237,28,39
kp,8,5,237,28,39
kp,8,6,237,28,39
kp,8,7,237,28,39
kp,8,8,237,28,39
kp,8,9,2,79,162
kp,8,10,2,79,162
kp,9,1,2,79,162
kp,9,2,2,79,162
kp,9,3,237,28,39
kp,9,4,237,28,39
kp,9,5,237,28,39
kp,9,6,237,28,39
kp,9,7,237,28,39
kp,9,8,237,28,39
kp,9,9,2,79,162
kp,9,10,2,79,162
kp,10,1,2,79,162
kp,10,2,2,79,162
kp,10,3,237,28,39
kp,10,4,237,28,39
kp,10,5,237,28,39
kp,10,6,237,28,39
kp,10,7,237,28,39
kp,10,8,237,28,39
kp,10,9,2,79,162
kp,10,10,2,79,162
as,1,1,0,0,102
as,1,2,0,0,102
as,1,3,0,0,102
as,1,4,0,0,102
as,1,5,0,0,102
as,1,6,0,0,102
as,1,7,0,0,102
as,1,8,0,0,102
as,1,9,0,0,102
as,1,10,0,0,102
as,2,1,0,0,102
as,2,2,0,0,102
as,2,3,0,0,102
as,2,4,0,0,102
as,2,5,189,16,33
as,2,6,189,16,33
as,2,7,0,0,102
as,2,8,0,0,102
as,2,9,0,0,102
as,2,10,0,0,102
as,3,1,0,0,102
as,3,2,0,0,102
as,3,3,0,0,102
as,3,4,0,0,102
as,3,5,255,255,255
as,3,6,255,255,255
as,3,7,0,0,102
as,3,8,0,0,102
as,3,9,0,0,102
as,3,10,0,0,102
as,4,1,0,0,102
as,4,2,0,0,102
as,4,3,0,0,102
as,4,4,189,16,33
as,4,5,255,255,255
as,4,6,255,255,255
as,4,7,189,16,33
as,4,8,0,0,102
as,4,9,0,0,102
as,4,10,0,0,102
as,5,1,0,0,102
as,5,2,0,0,102
as,5,3,0,0,102
as,5,4,255,255,255
as,5,5,255,255,255
as,5,6,255,255,255
as,5,7,255,255,255
as,5,8,0,0,102
as,5,9,0,0,102
as,5,10,0,0,102
as,6,1,0,0,102
as,6,2,0,0,102
as,6,3,189,16,33
as,6,4,255,255,255
as,6,5,255,255,255
as,6,6,255,255,255
as,6,7,255,255,255
as,6,8,189,16,33
as,6,9,0,0,102
as,6,10,0,0,102
as,7,1,0,0,102
as,7,2,0,0,102
as,7,3,255,255,255
as,7,4,255,255,255
as,7,5,255,255,255
as,7,6,255,255,255
as,7,7,255,255,255
as,7,8,255,255,255
as,7,9,0,0,102
as,7,10,0,0,102
as,8,1,0,0,102
as,8,2,189,16,33
as,8,3,255,255,255
as,8,4,122,60,31
as,8,5,70,65,61
as,8,6,255,255,255
as,8,7,255,194,33
as,8,8,239,181,30
as,8,9,189,16,33
as,8,10,0,0,102
as,9,1,0,0,102
as,9,2,255,255,255
as,9,3,155,75,31
as,9,4,89,55,24
as,9,5,52,33,18
as,9,6,239,181,30
as,9,7,255,255,255
as,9,8,216,164,27
as,9,9,255,255,255
as,9,10,0,0,102
as,10,1,189,16,33
as,10,2,255,255,255
as,10,3,255,255,255
as,10,4,229,215,217
as,10,5,255,255,255
as,10,6,255,255,255
as,10,7,255,255,255
as,10,8,255,255,255
as,10,9,255,255,255
as,10,10,189,16,33
td,1,1,0,38,100
td,1,2,0,38,100
td,1,3,0,38,100
td,1,4,0,38,100
td,1,5,0,38,100
td,1,6,0,38,100
td,1,7,0,38,100
td,1,8,0,38,100
td,1,9,0,38,100
td,1,10,0,38,100
td,2,1,0,38,100
td,2,2,0,38,100
td,2,3,0,38,100
td,2,4,0,38,100
td,2,5,0,38,100
td,2,6,0,38,100
td,2,7,0,38,100
td,2,8,0,38,100
td,2,9,0,38,100
td,2,10,0,38,100
td,3,1,0,38,100
td,3,2,0,38,100
td,3,3,0,38,100
td,3,4,0,38,100
td,3,5,0,38,100
td,3,6,0,38,100
td,3,7,0,38,100
td,3,8,0,38,100
td,3,9,0,38,100
td,3,10,0,38,100
td,4,1,254,203,0
td,4,2,254,203,0
td,4,3,254,203,0
td,4,4,254,203,0
td,4,5,254,203,0
td,4,6,254,203,0
td,4,7,254,203,0
td,4,8,254,203,0
td,4,9,254,203,0
td,4,10,254,203,0
td,5,1,254,203,0
td,5,2,254,203,0
td,5,3,254,203,0
td,5,4,254,203,0
td,5,5,254,203,0
td,5,6,254,203,0
td,5,7,254,203,0
td,5,8,254,203,0
td,5,9,254,203,0
td,5,10,254,203,0
td,6,1,254,203,0
td,6,2,254,203,0
td,6,3,254,203,0
td,6,4,254,203,0
td,6,5,254,203,0
td,6,6,254,203,0
td,6,7,254,203,0
td,6,8,254,203,0
td,6,9,254,203,0
td,6,10,254,203,0
td,7,1,254,203,0
td,7,2,254,203,0
td,7,3,254,203,0
td,7,4,254,203,0
td,7,5,254,203,0
td,7,6,254,203,0
td,7,7,254,203,0
td,7,8,254,203,0
td,7,9,254,203,0
td,7,10,254,203,0
td,8,1,198,12,48
td,8,2,198,12,48
td,8,3,198,12,48
td,8,4,198,12,48
td,8,5,198,12,48
td,8,6,198,12,48
td,8,7,198,12,48
td,8,8,198,12,48
td,8,9,198,12,48
td,8,10,198,12,48
td,9,1,198,12,48
td,9,2,198,12,48
td,9,3,198,12,48
td,9,4,198,12,48
td,9,5,198,12,48
td,9,6,198,12,48
td,9,7,198,12,48
td,9,8,198,12,48
td,9,9,198,12,48
td,9,10,198,12,48
td,10,1,198,12,48
td,10,2,198,12,48
td,10,3,198,12,48
td,10,4,198,12,48
td,10,5,198,12,48
td,10,6,198,12,48
td,10,7,198,12,48
td,10,8,198,12,48
td,10,9,198,12,48
td,10,10,198,12,48
tf,1,1,0,38,84
tf,1,2,0,38,84
tf,1,3,0,38,84
tf,1,4,0,38,84
tf,1,5,0,38,84
tf,1,6,0,38,84
tf,1,7,0,38,84
tf,1,8,0,38,84
tf,1,9,0,38,84
tf,1,10,0,38,84
tf,2,1,255,255,255
tf,2,2,255,255,255
tf,2,3,255,255,255
tf,2,4,255,255,255
tf,2,5,0,38,84
tf,2,6,0,38,84
tf,2,7,0,38,84
tf,2,8,0,38,84
tf,2,9,0,38,84
tf,2,10,0,38,84
tf,3,1,255,255,255
tf,3,2,255,255,255
tf,3,3,255,255,255
tf,3,4,255,255,255
tf,3,5,0,38,84
tf,3,6,0,38,84
tf,3,7,0,38,84
tf,3,8,0,38,84
tf,3,9,0,38,84
tf,3,10,0,38,84
tf,4,1,206,17,38
tf,4,2,206,17,38
tf,4,3,206,17,38
tf,4,4,206,17,38
tf,4,5,0,38,84
tf,4,6,0,38,84
tf,4,7,0,38,84
tf,4,8,0,38,84
tf,4,9,0,38,84
tf,4,10,0,38,84
tf,5,1,0,38,84
tf,5,2,0,38,84
tf,5,3,0,38,84
tf,5,4,0,38,84
tf,5,5,0,38,84
tf,5,6,0,38,84
tf,5,7,0,38,84
tf,5,8,0,38,84
tf,5,9,0,38,84
tf,5,10,0,38,84
tf,6,1,0,38,84
tf,6,2,0,38,84
tf,6,3,0,38,84
tf,6,4,0,38,84
tf,6,5,0,38,84
tf,6,6,255,255,255
tf,6,7,0,38,84
tf,6,8,0,38,84
tf,6,9,0,38,84
tf,6,10,0,38,84
tf,7,1,0,38,84
tf,7,2,0,38,84
tf,7,3,0,38,84
tf,7,4,0,38,84
tf,7,5,0,38,84
tf,7,6,0,38,84
tf,7,7,255,255,255
tf,7,8,0,38,84
tf,7,9,0,38,84
tf,7,10,0,38,84
tf,8,1,0,38,84
tf,8,2,0,38,84
tf,8,3,0,38,84
tf,8,4,0,38,84
tf,8,5,0,38,84
tf,8,6,255,255,255
tf,8,7,255,255,255
tf,8,8,0,38,84
tf,8,9,255,255,255
tf,8,10,0,38,84
tf,9,1,0,38,84
tf,9,2,0,38,84
tf,9,3,0,38,84
tf,9,4,0,38,84
tf,9,5,0,38,84
tf,9,6,191,200,212
tf,9,7,0,38,84
tf,9,8,0,38,84
tf,9,9,0,38,84
tf,9,10,0,38,84
tf,10,1,0,38,84
tf,10,2,0,38,84
tf,10,3,0,38,84
tf,10,4,0,38,84
tf,10,5,0,38,84
tf,10,6,0,38,84
tf,10,7,0,38,84
tf,10,8,0,38,84
tf,10,9,0,38,84
tf,10,10,0,38,84
bf,1,1,239,43,45
bf,1,2,239,43,45
bf,1,3,239,43,45
bf,1,4,239,43,45
bf,1,5,239,43,45
bf,1,6,0,158,73
bf,1,7,0,158,73
bf,1,8,0,158,73
bf,1,9,0,158,73
bf,1,10,0,158,73
bf,2,1,239,43,45
bf,2,2,239,43,45
bf,2,3,239,43,45
bf,2,4,239,43,45
bf,2,5,239,43,45
bf,2,6,0,158,73
bf,2,7,0,158,73
bf,2,8,0,158,73
bf,2,9,0,158,73
bf,2,10,0,158,73
bf,3,1,239,43,45
bf,3,2,239,43,45
bf,3,3,239,43,45
bf,3,4,239,43,45
bf,3,5,239,43,45
bf,3,6,0,158,73
bf,3,7,0,158,73
bf,3,8,0,158,73
bf,3,9,0,158,73
bf,3,10,0,158,73
bf,4,1,239,43,45
bf,4,2,239,43,45
bf,4,3,239,43,45
bf,4,4,239,43,45
bf,4,5,239,43,45
bf,4,6,0,158,73
bf,4,7,0,158,73
bf,4,8,0,158,73
bf,4,9,0,158,73
bf,4,10,0,158,73
bf,5,1,239,43,45
bf,5,2,239,43,45
bf,5,3,239,43,45
bf,5,4,239,43,45
bf,5,5,246,127,32
bf,5,6,41,166,64
bf,5,7,0,158,73
bf,5,8,0,158,73
bf,5,9,0,158,73
bf,5,10,0,158,73
bf,6,1,239,43,45
bf,6,2,239,43,45
bf,6,3,239,43,45
bf,6,4,239,43,45
bf,6,5,246,127,32
bf,6,6,0,158,73
bf,6,7,0,158,73
bf,6,8,0,158,73
bf,6,9,0,158,73
bf,6,10,0,158,73
bf,7,1,239,43,45
bf,7,2,239,43,45
bf,7,3,239,43,45
bf,7,4,239,43,45
bf,7,5,239,43,45
bf,7,6,0,158,73
bf,7,7,0,158,73
bf,7,8,0,158,73
bf,7,9,0,158,73
bf,7,10,0,158,73
bf,8,1,239,43,45
bf,8,2,239,43,45
bf,8,3,239,43,45
bf,8,4,239,43,45
bf,8,5,239,43,45
bf,8,6,0,158,73
bf,8,7,0,158,73
bf,8,8,0,158,73
bf,8,9,0,158,73
bf,8,10,0,158,73
bf,9,1,239,43,45
bf,9,2,239,43,45
bf,9,3,239,43,45
bf,9,4,239,43,45
bf,9,5,239,43,45
bf,9,6,0,158,73
bf,9,7,0,158,73
bf,9,8,0,158,73
bf,9,9,0,158,73
bf,9,10,0,158,73
bf,10,1,239,43,45
bf,10,2,239,43,45
bf,10,3,239,43,45
bf,10,4,239,43,45
bf,10,5,239,43,45
bf,10,6,0,158,73
bf,10,7,0,158,73
bf,10,8,0,158,73
bf,10,9,0,158,73
bf,10,10,0,158,73
ba,1,1,0,35,149
ba,1,2,0,35,149
ba,1,3,0,35,149
ba,1,4,0,35,149
ba,1,5,0,35,149
ba,1,6,0,35,149
ba,1,7,0,35,149
ba,1,8,0,35,149
ba,1,9,0,35,149
ba,1,10,0,35,149
ba,2,1,255,255,255
ba,2,2,0,35,149
ba,2,3,0,35,149
ba,2,4,0,35,149
ba,2,5,0,35,149
ba,2,6,0,35,149
ba,2,7,0,35,149
ba,2,8,0,35,149
ba,2,9,0,35,149
ba,2,10,0,35,149
ba,3,1,0,35,149
ba,3,2,255,255,255
ba,3,3,0,35,149
ba,3,4,0,35,149
ba,3,5,0,35,149
ba,3,6,0,35,149
ba,3,7,0,35,149
ba,3,8,0,35,149
ba,3,9,0,35,149
ba,3,10,0,35,149
ba,4,1,254,203,0
ba,4,2,254,203,0
ba,4,3,0,35,149
ba,4,4,255,255,255
ba,4,5,0,35,149
ba,4,6,0,35,149
ba,4,7,0,35,149
ba,4,8,0,35,149
ba,4,9,0,35,149
ba,4,10,0,35,149
ba,5,1,254,203,0
ba,5,2,254,203,0
ba,5,3,254,203,0
ba,5,4,254,203,0
ba,5,5,0,35,149
ba,5,6,75,99,180
ba,5,7,0,35,149
ba,5,8,0,35,149
ba,5,9,0,35,149
ba,5,10,0,35,149
ba,6,1,254,203,0
ba,6,2,254,203,0
ba,6,3,254,203,0
ba,6,4,254,203,0
ba,6,5,254,203,0
ba,6,6,254,203,0
ba,6,7,127,144,202
ba,6,8,255,255,255
ba,6,9,0,35,149
ba,6,10,0,35,149
ba,7,1,254,203,0
ba,7,2,254,203,0
ba,7,3,254,203,0
ba,7,4,254,203,0
ba,7,5,254,203,0
ba,7,6,254,203,0
ba,7,7,254,203,0
ba,7,8,254,203,0
ba,7,9,0,35,149
ba,7,10,0,35,149
ba,8,1,254,203,0
ba,8,2,254,203,0
ba,8,3,254,203,0
ba,8,4,254,203,0
ba,8,5,254,203,0
ba,8,6,254,203,0
ba,8,7,254,203,0
ba,8,8,254,203,0
ba,8,9,254,203,0
ba,8,10,254,203,0
ba,9,1,0,35,149
ba,9,2,0,35,149
ba,9,3,0,35,149
ba,9,4,0,35,149
ba,9,5,0,35,149
ba,9,6,0,35,149
ba,9,7,0,35,149
ba,9,8,0,35,149
ba,9,9,0,35,149
ba,9,10,0,35,149
ba,10,1,0,35,149
ba,10,2,0,35,149
ba,10,3,0,35,149
ba,10,4,0,35,149
ba,10,5,0,35,149
ba,10,6,0,35,149
ba,10,7,0,35,149
ba,10,8,0,35,149
ba,10,9,0,35,149
ba,10,10,0,35,149
pf,1,1,206,17,38
pf,1,2,206,17,38
pf,1,3,243,195,201
pf,1,4,255,255,255
pf,1,5,255,255,255
pf,1,6,255,255,255
pf,1,7,255,255,255
pf,1,8,243,195,201
pf,1,9,206,17,38
pf,1,10,206,17,38
pf,2,1,206,17,38
pf,2,2,206,17,38
pf,2,3,243,195,201
pf,2,4,255,255,255
pf,2,5,255,255,255
pf,2,6,255,255,255
pf,2,7,255,255,255
pf,2,8,243,195,201
