image,x,y,r,g,b
cm,6,10,206,17,38
cm,7,1,206,17,38
cm,7,2,206,17,38
cm,7,3,206,17,38
cm,7,4,206,17,38
cm,7,5,206,17,38
cm,7,6,206,17,38
cm,7,7,206,17,38
cm,7,8,206,17,38
cm,7,9,206,17,38
cm,7,10,206,17,38
cm,8,1,252,209,22
cm,8,2,252,209,22
cm,8,3,252,209,22
cm,8,4,252,209,22
cm,8,5,252,209,22
cm,8,6,252,209,22
cm,8,7,252,209,22
cm,8,8,252,209,22
cm,8,9,252,209,22
cm,8,10,252,209,22
cm,9,1,252,209,22
cm,9,2,252,209,22
cm,9,3,252,209,22
cm,9,4,252,209,22
cm,9,5,252,209,22
cm,9,6,252,209,22
cm,9,7,252,209,22
cm,9,8,252,209,22
cm,9,9,252,209,22
cm,9,10,252,209,22
cm,10,1,252,209,22
cm,10,2,252,209,22
cm,10,3,252,209,22
cm,10,4,252,209,22
cm,10,5,252,209,22
cm,10,6,252,209,22
cm,10,7,252,209,22
cm,10,8,252,209,22
cm,10,9,252,209,22
cm,10,10,252,209,22
rs,1,1,198,54,60
rs,1,2,198,54,60
rs,1,3,198,54,60
rs,1,4,12,64,118
rs,1,5,12,64,118
rs,1,6,12,64,118
rs,1,7,12,64,118
rs,1,8,255,255,255
rs,1,9,255,255,255
rs,1,10,255,255,255
rs,2,1,198,54,60
rs,2,2,198,54,60
rs,2,3,198,54,60
rs,2,4,12,64,118
rs,2,5,12,64,118
rs,2,6,12,64,118
rs,2,7,12,64,118
rs,2,8,255,255,255
rs,2,9,255,255,255
rs,2,10,255,255,255
rs,3,1,198,54,60
rs,3,2,198,54,60
rs,3,3,198,54,60
rs,3,4,198,54,60
rs,3,5,198,194,193
rs,3,6,139,134,130
rs,3,7,244,243,243
rs,3,8,255,255,255
rs,3,9,255,255,255
rs,3,10,255,255,255
rs,4,1,198,54,60
rs,4,2,12,64,118
rs,4,3,150,114,38
rs,4,4,198,54,60
rs,4,5,188,185,183
rs,4,6,255,255,255
rs,4,7,255,255,255
rs,4,8,188,185,183
rs,4,9,255,255,255
rs,4,10,255,255,255
rs,5,1,198,54,60
rs,5,2,198,54,60
rs,5,3,190,52,57
rs,5,4,198,54,60
rs,5,5,177,175,173
rs,5,6,249,248,248
rs,5,7,212,210,209
rs,5,8,198,54,60
rs,5,9,255,255,255
rs,5,10,255,255,255
rs,6,1,198,54,60
rs,6,2,198,54,60
rs,6,3,198,54,60
rs,6,4,12,64,118
rs,6,5,12,64,118
rs,6,6,12,64,118
rs,6,7,12,64,118
rs,6,8,255,255,255
rs,6,9,255,255,255
rs,6,10,255,255,255
rs,7,1,198,54,60
rs,7,2,198,54,60
rs,7,3,198,54,60
rs,7,4,12,64,118
rs,7,5,12,64,118
rs,7,6,12,64,118
rs,7,7,12,64,118
rs,7,8,255,255,255
rs,7,9,255,255,255
rs,7,10,255,255,255
rs,8,1,198,54,60
rs,8,2,198,54,60
rs,8,3,198,54,60
rs,8,4,12,64,118
rs,8,5,12,64,118
rs,8,6,12,64,118
rs,8,7,12,64,118
rs,8,8,255,255,255
rs,8,9,255,255,255
rs,8,10,255,255,255
rs,9,1,198,54,60
rs,9,2,198,54,60
rs,9,3,198,54,60
rs,9,4,12,64,118
rs,9,5,12,64,118
rs,9,6,12,64,118
rs,9,7,12,64,118
rs,9,8,255,255,255
rs,9,9,255,255,255
rs,9,10,255,255,255
rs,10,1,198,54,60
rs,10,2,198,54,60
rs,10,3,198,54,60
rs,10,4,12,64,118
rs,10,5,12,64,118
rs,10,6,12,64,118
rs,10,7,12,64,118
rs,10,8,255,255,255
rs,10,9,255,255,255
rs,10,10,255,255,255
km,1,1,220,200,7
km,1,2,0,150,57
km,1,3,0,150,57
km,1,4,0,150,57
km,1,5,255,255,255
km,1,6,255,255,255
km,1,7,0,150,57
km,1,8,0,150,57
km,1,9,0,150,57
km,1,10,0,80,141
km,2,1,255,209,0
km,2,2,255,209,0
km,2,3,0,150,57
km,2,4,0,150,57
km,2,5,0,150,57
km,2,6,0,150,57
km,2,7,0,150,57
km,2,8,0,150,57
km,2,9,0,61,165
km,2,10,0,61,165
km,3,1,255,209,0
km,3,2,255,209,0
km,3,3,70,179,111
km,3,4,0,150,57
km,3,5,0,150,57
km,3,6,0,150,57
km,3,7,0,150,57
km,3,8,0,61,165
km,3,9,0,61,165
km,3,10,0,61,165
km,4,1,255,209,0
km,4,2,255,209,0
km,4,3,255,255,255
km,4,4,112,196,144
km,4,5,0,150,57
km,4,6,0,150,57
km,4,7,94,111,59
km,4,8,0,61,165
km,4,9,0,61,165
km,4,10,0,61,165
km,5,1,255,209,0
km,5,2,255,209,0
km,5,3,255,255,255
km,5,4,255,255,255
km,5,5,175,222,193
km,5,6,187,72,62
km,5,7,239,51,64
km,5,8,0,61,165
km,5,9,0,61,165
km,5,10,0,61,165
km,6,1,255,209,0
km,6,2,255,209,0
km,6,3,255,255,255
km,6,4,255,255,255
km,6,5,255,255,255
km,6,6,239,51,64
km,6,7,239,51,64
km,6,8,0,61,165
km,6,9,0,61,165
km,6,10,0,61,165
km,7,1,255,209,0
km,7,2,255,209,0
km,7,3,255,255,255
km,7,4,255,255,255
km,7,5,255,255,255
km,7,6,239,51,64
km,7,7,239,51,64
km,7,8,0,61,165
km,7,9,0,61,165
km,7,10,0,61,165
km,8,1,255,209,0
km,8,2,255,209,0
km,8,3,255,255,255
km,8,4,255,255,255
km,8,5,255,255,255
km,8,6,239,51,64
km,8,7,239,51,64
km,8,8,0,61,165
km,8,9,0,61,165
km,8,10,0,61,165
km,9,1,255,209,0
km,9,2,255,209,0
km,9,3,255,255,255
km,9,4,255,255,255
km,9,5,255,255,255
km,9,6,239,51,64
km,9,7,239,51,64
km,9,8,0,61,165
km,9,9,0,61,165
km,9,10,0,61,165
km,10,1,255,209,0
km,10,2,255,209,0
km,10,3,255,255,255
km,10,4,255,255,255
km,10,5,255,255,255
km,10,6,239,51,64
km,10,7,239,51,64
km,10,8,0,61,165
km,10,9,0,61,165
km,10,10,0,61,165
gr,1,1,13,94,175
gr,1,2,13,94,175
gr,1,3,255,255,255
gr,1,4,13,94,175
gr,1,5,13,94,175
gr,1,6,13,94,175
gr,1,7,255,255,255
gr,1,8,13,94,175
gr,1,9,255,255,255
gr,1,10,13,94,175
gr,2,1,255,255,255
gr,2,2,255,255,255
gr,2,3,255,255,255
gr,2,4,255,255,255
gr,2,5,255,255,255
gr,2,6,255,255,255
gr,2,7,255,255,255
gr,2,8,13,94,175
gr,2,9,255,255,255
gr,2,10,13,94,175
gr,3,1,13,94,175
gr,3,2,13,94,175
gr,3,3,255,255,255
gr,3,4,13,94,175
gr,3,5,13,94,175
gr,3,6,13,94,175
gr,3,7,255,255,255
gr,3,8,13,94,175
gr,3,9,255,255,255
gr,3,10,13,94,175
gr,4,1,13,94,175
gr,4,2,13,94,175
gr,4,3,255,255,255
gr,4,4,13,94,175
gr,4,5,13,94,175
gr,4,6,13,94,175
gr,4,7,255,255,255
gr,4,8,13,94,175
gr,4,9,255,255,255
gr,4,10,13,94,175
gr,5,1,13,94,175
gr,5,2,255,255,255
gr,5,3,13,94,175
gr,5,4,255,255,255
gr,5,5,13,94,175
gr,5,6,13,94,175
gr,5,7,255,255,255
gr,5,8,13,94,175
gr,5,9,255,255,255
gr,5,10,13,94,175
gr,6,1,13,94,175
gr,6,2,255,255,255
gr,6,3,13,94,175
gr,6,4,255,255,255
gr,6,5,13,94,175
gr,6,6,13,94,175
gr,6,7,255,255,255
gr,6,8,13,94,175
gr,6,9,255,255,255
gr,6,10,13,94,175
gr,7,1,13,94,175
gr,7,2,255,255,255
gr,7,3,13,94,175
gr,7,4,255,255,255
gr,7,5,13,94,175
gr,7,6,13,94,175
gr,7,7,255,255,255
gr,7,8,13,94,175
gr,7,9,255,255,255
gr,7,10,13,94,175
gr,8,1,13,94,175
gr,8,2,255,255,255
gr,8,3,13,94,175
gr,8,4,255,255,255
gr,8,5,13,94,175
gr,8,6,13,94,175
gr,8,7,255,255,255
gr,8,8,13,94,175
gr,8,9,255,255,255
gr,8,10,13,94,175
gr,9,1,13,94,175
gr,9,2,255,255,255
gr,9,3,13,94,175
gr,9,4,255,255,255
gr,9,5,13,94,175
gr,9,6,13,94,175
gr,9,7,255,255,255
gr,9,8,13,94,175
gr,9,9,255,255,255
gr,9,10,13,94,175
gr,10,1,13,94,175
gr,10,2,255,255,255
gr,10,3,13,94,175
gr,10,4,255,255,255
gr,10,5,13,94,175
gr,10,6,13,94,175
gr,10,7,255,255,255
gr,10,8,13,94,175
gr,10,9,255,255,255
gr,10,10,13,94,175
ci,1,1,247,127,0
ci,1,2,247,127,0
ci,1,3,247,127,0
ci,1,4,247,127,0
ci,1,5,247,127,0
ci,1,6,247,127,0
ci,1,7,247,127,0
ci,1,8,247,127,0
ci,1,9,247,127,0
ci,1,10,247,127,0
ci,2,1,247,127,0
ci,2,2,247,127,0
ci,2,3,247,127,0
ci,2,4,247,127,0
ci,2,5,247,127,0
ci,2,6,247,127,0
ci,2,7,247,127,0
ci,2,8,247,127,0
ci,2,9,247,127,0
ci,2,10,247,127,0
ci,3,1,247,127,0
ci,3,2,247,127,0
ci,3,3,247,127,0
ci,3,4,247,127,0
ci,3,5,247,127,0
ci,3,6,247,127,0
ci,3,7,247,127,0
ci,3,8,247,127,0
ci,3,9,247,127,0
ci,3,10,247,127,0
ci,4,1,255,255,255
ci,4,2,255,255,255
ci,4,3,255,255,255
ci,4,4,255,255,255
ci,4,5,255,255,255
ci,4,6,255,255,255
ci,4,7,255,255,255
ci,4,8,255,255,255
ci,4,9,255,255,255
ci,4,10,255,255,255
ci,5,1,255,255,255
ci,5,2,255,255,255
ci,5,3,255,255,255
ci,5,4,255,255,255
ci,5,5,255,255,255
ci,5,6,255,255,255
ci,5,7,255,255,255
ci,5,8,255,255,255
ci,5,9,255,255,255
ci,5,10,255,255,255
ci,6,1,255,255,255
ci,6,2,255,255,255
ci,6,3,255,255,255
ci,6,4,255,255,255
ci,6,5,255,255,255
ci,6,6,255,255,255
ci,6,7,255,255,255
ci,6,8,255,255,255
ci,6,9,255,255,255
ci,6,10,255,255,255
ci,7,1,255,255,255
ci,7,2,255,255,255
ci,7,3,255,255,255
ci,7,4,255,255,255
ci,7,5,255,255,255
ci,7,6,255,255,255
ci,7,7,255,255,255
ci,7,8,255,255,255
ci,7,9,255,255,255
ci,7,10,255,255,255
ci,8,1,0,158,96
ci,8,2,0,158,96
ci,8,3,0,158,96
ci,8,4,0,158,96
ci,8,5,0,158,96
ci,8,6,0,158,96
ci,8,7,0,158,96
ci,8,8,0,158,96
ci,8,9,0,158,96
ci,8,10,0,158,96
ci,9,1,0,158,96
ci,9,2,0,158,96
ci,9,3,0,158,96
ci,9,4,0,158,96
ci,9,5,0,158,96
ci,9,6,0,158,96
ci,9,7,0,158,96
ci,9,8,0,158,96
ci,9,9,0,158,96
ci,9,10,0,158,96
ci,10,1,0,158,96
ci,10,2,0,158,96
ci,10,3,0,158,96
ci,10,4,0,158,96
ci,10,5,0,158,96
ci,10,6,0,158,96
ci,10,7,0,158,96
ci,10,8,0,158,96
ci,10,9,0,158,96
ci,10,10,0,158,96
la,1,1,206,17,38
la,1,2,206,17,38
la,1,3,52,34,88
la,1,4,0,40,104
la,1,5,0,40,104
la,1,6,0,40,104
la,1,7,0,40,104
la,1,8,52,34,88
la,1,9,206,17,38
la,1,10,206,17,38
la,2,1,206,17,38
la,2,2,206,17,38
la,2,3,52,34,88
la,2,4,0,40,104
la,2,5,0,40,104
la,2,6,0,40,104
la,2,7,0,40,104
la,2,8,52,34,88
la,2,9,206,17,38
la,2,10,206,17,38
la,3,1,206,17,38
la,3,2,206,17,38
la,3,3,52,34,88
la,3,4,0,40,104
la,3,5,0,40,104
la,3,6,0,40,104
la,3,7,0,40,104
la,3,8,52,34,88
la,3,9,206,17,38
la,3,10,206,17,38
la,4,1,206,17,38
la,4,2,206,17,38
la,4,3,52,34,88
la,4,4,0,40,104
la,4,5,0,40,104
la,4,6,0,40,104
la,4,7,0,40,104
la,4,8,52,34,88
la,4,9,206,17,38
la,4,10,206,17,38
la,5,1,206,17,38
la,5,2,206,17,38
la,5,3,52,34,88
la,5,4,255,255,255
la,5,5,255,255,255
la,5,6,255,255,255
la,5,7,255,255,255
la,5,8,52,34,88
la,5,9,206,17,38
la,5,10,206,17,38
la,6,1,206,17,38
la,6,2,206,17,38
la,6,3,52,34,88
la,6,4,255,255,255
la,6,5,255,255,255
la,6,6,255,255,255
la,6,7,255,255,255
la,6,8,52,34,88
la,6,9,206,17,38
la,6,10,206,17,38
la,7,1,206,17,38
la,7,2,206,17,38
la,7,3,52,34,88
la,7,4,0,40,104
la,7,5,0,40,104
la,7,6,0,40,104
la,7,7,0,40,104
la,7,8,52,34,88
la,7,9,206,17,38
la,7,10,206,17,38
la,8,1,206,17,38
la,8,2,206,17,38
la,8,3,52,34,88
la,8,4,0,40,104
la,8,5,0,40,104
la,8,6,0,40,104
la,8,7,0,40,104
la,8,8,52,34,88
la,8,9,206,17,38
la,8,10,206,17,38
la,9,1,206,17,38
la,9,2,206,17,38
la,9,3,52,34,88
la,9,4,0,40,104
la,9,5,0,40,104
la,9,6,0,40,104
la,9,7,0,40,104
la,9,8,52,34,88
la,9,9,206,17,38
la,9,10,206,17,38
la,10,1,206,17,38
la,10,2,206,17,38
la,10,3,52,34,88
la,10,4,0,40,104
la,10,5,0,40,104
la,10,6,0,40,104
la,10,7,0,40,104
la,10,8,52,34,88
la,10,9,206,17,38
la,10,10,206,17,38
sm,1,1,255,255,255
sm,1,2,255,255,255
sm,1,3,255,255,255
sm,1,4,255,255,255
sm,1,5,255,255,255
sm,1,6,94,182,228
sm,1,7,94,182,228
sm,1,8,94,182,228
sm,1,9,94,182,228
sm,1,10,94,182,228
sm,2,1,255,255,255
sm,2,2,255,255,255
sm,2,3,255,255,255
sm,2,4,255,255,255
sm,2,5,255,255,255
sm,2,6,94,182,228
sm,2,7,94,182,228
sm,2,8,94,182,228
sm,2,9,94,182,228
sm,2,10,94,182,228
sm,3,1,255,255,255
sm,3,2,255,255,255
sm,3,3,255,255,255
sm,3,4,255,255,255
sm,3,5,255,255,255
sm,3,6,94,182,228
sm,3,7,94,182,228
sm,3,8,94,182,228
sm,3,9,94,182,228
sm,3,10,94,182,228
sm,4,1,255,255,255
sm,4,2,255,255,255
sm,4,3,255,255,255
sm,4,4,255,255,255
sm,4,5,126,126,126
sm,4,6,38,50,44
sm,4,7,94,182,228
sm,4,8,94,182,228
sm,4,9,94,182,228
sm,4,10,94,182,228
sm,5,1,255,255,255
sm,5,2,255,255,255
sm,5,3,161,122,34
sm,5,4,60,62,58
sm,5,5,168,168,167
sm,5,6,157,157,157
sm,5,7,44,83,100
sm,5,8,94,182,228
sm,5,9,94,182,228
sm,5,10,94,182,228
sm,6,1,255,255,255
sm,6,2,255,255,255
sm,6,3,161,122,34
sm,6,4,126,126,126
sm,6,5,135,182,208
sm,6,6,136,137,136
sm,6,7,61,49,22
sm,6,8,94,182,228
sm,6,9,94,182,228
sm,6,10,94,182,228
sm,7,1,255,255,255
sm,7,2,255,255,255
sm,7,3,255,255,255
sm,7,4,255,255,255
sm,7,5,34,42,35
sm,7,6,94,182,228
sm,7,7,94,182,228
sm,7,8,94,182,228
sm,7,9,94,182,228
sm,7,10,94,182,228
sm,8,1,255,255,255
sm,8,2,255,255,255
sm,8,3,255,255,255
sm,8,4,255,255,255
sm,8,5,255,255,255
sm,8,6,94,182,228
sm,8,7,94,182,228
sm,8,8,94,182,228
sm,8,9,94,182,228
sm,8,10,94,182,228
sm,9,1,255,255,255
sm,9,2,255,255,255
sm,9,3,255,255,255
sm,9,4,255,255,255
sm,9,5,255,255,255
sm,9,6,94,182,228
sm,9,7,94,182,228
sm,9,8,94,182,228
sm,9,9,94,182,228
sm,9,10,94,182,228
sm,10,1,255,255,255
sm,10,2,255,255,255
sm,10,3,255,255,255
sm,10,4,255,255,255
sm,10,5,255,255,255
sm,10,6,94,182,228
sm,10,7,94,182,228
sm,10,8,94,182,228
sm,10,9,94,182,228
sm,10,10,94,182,228
si,1,1,255,255,255
si,1,2,255,255,255
si,1,3,255,255,255
si,1,4,0,0,255
si,1,5,0,0,255
si,1,6,0,0,255
si,1,7,0,0,255
si,1,8,255,0,0
si,1,9,255,0,0
si,1,10,255,0,0
si,2,1,255,255,255
si,2,2,255,255,255
si,2,3,255,255,255
si,2,4,0,0,255
si,2,5,0,0,255
si,2,6,0,0,255
si,2,7,0,0,255
si,2,8,255,0,0
si,2,9,255,0,0
si,2,10,255,0,0
si,3,1,255,255,255
si,3,2,255,255,255
si,3,3,0,0,255
si,3,4,255,255,255
si,3,5,255,255,255
si,3,6,0,0,255
si,3,7,0,0,255
si,3,8,255,0,0
si,3,9,255,0,0
si,3,10,255,0,0
si,4,1,255,255,255
si,4,2,255,255,255
si,4,3,255,255,255
si,4,4,0,0,255
si,4,5,0,0,255
si,4,6,0,0,255
si,4,7,0,0,255
si,4,8,255,0,0
si,4,9,255,0,0
si,4,10,255,0,0
si,5,1,255,255,255
si,5,2,255,255,255
si,5,3,255,255,255
si,5,4,0,0,255
si,5,5,0,0,255
si,5,6,0,0,255
si,5,7,0,0,255
si,5,8,255,0,0
si,5,9,255,0,0
si,5,10,255,0,0
si,6,1,255,255,255
si,6,2,255,255,255
si,6,3,255,255,255
si,6,4,0,0,255
si,6,5,0,0,255
si,6,6,0,0,255
si,6,7,0,0,255
si,6,8,255,0,0
si,6,9,255,0,0
si,6,10,255,0,0
si,7,1,255,255,255
si,7,2,255,255,255
si,7,3,255,255,255
si,7,4,0,0,255
si,7,5,0,0,255
si,7,6,0,0,255
si,7,7,0,0,255
si,7,8,255,0,0
si,7,9,255,0,0
si,7,10,255,0,0
si,8,1,255,255,255
si,8,2,255,255,255
si,8,3,255,255,255
si,8,4,0,0,255
si,8,5,0,0,255
si,8,6,0,0,255
si,8,7,0,0,255
si,8,8,255,0,0
si,8,9,255,0,0
si,8,10,255,0,0
si,9,1,255,255,255
si,9,2,255,255,255
si,9,3,255,255,255
si,9,4,0,0,255
si,9,5,0,0,255
si,9,6,0,0,255
si,9,7,0,0,255
si,9,8,255,0,0
si,9,9,255,0,0
si,9,10,255,0,0
si,10,1,255,255,255
si,10,2,255,255,255
si,10,3,255,255,255
si,10,4,0,0,255
si,10,5,0,0,255
si,10,6,0,0,255
si,10,7,0,0,255
si,10,8,255,0,0
si,10,9,255,0,0
si,10,10,255,0,0
vn,1,1,218,37,29
vn,1,2,218,37,29
vn,1,3,218,37,29
vn,1,4,218,37,29
vn,1,5,218,37,29
vn,1,6,218,37,29
vn,1,7,218,37,29
vn,1,8,218,37,29
vn,1,9,218,37,29
vn,1,10,218,37,29
vn,2,1,218,37,29
vn,2,2,218,37,29
vn,2,3,218,37,29
vn,2,4,218,37,29
vn,2,5,218,37,29
vn,2,6,218,37,29
vn,2,7,218,37,29
vn,2,8,218,37,29
vn,2,9,218,37,29
vn,2,10,218,37,29
vn,3,1,218,37,29
vn,3,2,218,37,29
vn,3,3,218,37,29
vn,3,4,218,37,29
vn,3,5,218,37,29
vn,3,6,218,37,29
vn,3,7,218,37,29
vn,3,8,218,37,29
vn,3,9,218,37,29
vn,3,10,218,37,29
vn,4,1,218,37,29
vn,4,2,218,37,29
vn,4,3,218,37,29
vn,4,4,218,37,29
vn,4,5,255,255,0
vn,4,6,218,37,29
vn,4,7,218,37,29
vn,4,8,218,37,29
vn,4,9,218,37,29
vn,4,10,218,37,29
vn,5,1,218,37,29
vn,5,2,218,37,29
vn,5,3,218,37,29
vn,5,4,218,37,29
vn,5,5,255,255,0
vn,5,6,255,255,0
vn,5,7,255,255,0
vn,5,8,218,37,29
vn,5,9,218,37,29
vn,5,10,218,37,29
vn,6,1,218,37,29
vn,6,2,218,37,29
vn,6,3,218,37,29
vn,6,4,218,37,29
vn,6,5,255,255,0
vn,6,6,255,255,0
vn,6,7,255,255,0
vn,6,8,218,37,29
vn,6,9,218,37,29
vn,6,10,218,37,29
vn,7,1,218,37,29
vn,7,2,218,37,29
vn,7,3,218,37,29
vn,7,4,218,37,29
vn,7,5,247,206,5
vn,7,6,218,37,29
vn,7,7,218,37,29
vn,7,8,218,37,29
vn,7,9,218,37,29
vn,7,10,218,37,29
vn,8,1,218,37,29
vn,8,2,218,37,29
vn,8,3,218,37,29
vn,8,4,218,37,29
vn,8,5,218,37,29
vn,8,6,218,37,29
vn,8,7,218,37,29
vn,8,8,218,37,29
vn,8,9,218,37,29
vn,8,10,218,37,29
vn,9,1,218,37,29
vn,9,2,218,37,29
vn,9,3,218,37,29
vn,9,4,218,37,29
vn,9,5,218,37,29
vn,9,6,218,37,29
vn,9,7,218,37,29
vn,9,8,218,37,29
vn,9,9,218,37,29
vn,9,10,218,37,29
vn,10,1,218,37,29
vn,10,2,218,37,29
vn,10,3,218,37,29
vn,10,4,218,37,29
vn,10,5,218,37,29
vn,10,6,218,37,29
vn,10,7,218,37,29
vn,10,8,218,37,29
vn,10,9,218,37,29
vn,10,10,218,37,29
uz,1,1,0,153,181
uz,1,2,0,153,181
uz,1,3,0,153,181
uz,1,4,255,255,255
uz,1,5,255,255,255
uz,1,6,255,255,255
uz,1,7,255,255,255
uz,1,8,30,181,58
uz,1,9,30,181,58
uz,1,10,30,181,58
uz,2,1,0,153,181
uz,2,2,0,153,181
uz,2,3,0,153,181
uz,2,4,255,255,255
uz,2,5,255,255,255
uz,2,6,255,255,255
uz,2,7,255,255,255
uz,2,8,30,181,58
uz,2,9,30,181,58
uz,2,10,30,181,58
uz,3,1,0,153,181
uz,3,2,0,153,181
uz,3,3,0,153,181
uz,3,4,255,255,255
uz,3,5,255,255,255
uz,3,6,255,255,255
uz,3,7,255,255,255
uz,3,8,30,181,58
uz,3,9,30,181,58
uz,3,10,30,181,58
uz,4,1,0,153,181
uz,4,2,0,153,181
uz,4,3,0,153,181
uz,4,4,255,255,255
uz,4,5,255,255,255
uz,4,6,255,255,255
uz,4,7,255,255,255
uz,4,8,30,181,58
uz,4,9,30,181,58
uz,4,10,30,181,58
uz,5,1,0,153,181
uz,5,2,0,153,181
uz,5,3,0,153,181
uz,5,4,255,255,255
uz,5,5,255,255,255
uz,5,6,255,255,255
uz,5,7,255,255,255
uz,5,8,30,181,58
uz,5,9,30,181,58
uz,5,10,30,181,58
uz,6,1,0,153,181
uz,6,2,0,153,181
uz,6,3,0,153,181
uz,6,4,255,255,255
uz,6,5,255,255,255
uz,6,6,255,255,255
uz,6,7,255,255,255
uz,6,8,30,181,58
uz,6,9,30,181,58
uz,6,10,30,181,58
uz,7,1,0,153,181
uz,7,2,0,153,181
uz,7,3,0,153,181
uz,7,4,255,255,255
uz,7,5,255,255,255
uz,7,6,255,255,255
uz,7,7,255,255,255
uz,7,8,30,181,58
uz,7,9,30,181,58
uz,7,10,30,181,58
uz,8,1,0,153,181
uz,8,2,0,153,181
uz,8,3,0,153,181
uz,8,4,255,255,255
uz,8,5,255,255,255
uz,8,6,255,255,255
uz,8,7,255,255,255
uz,8,8,30,181,58
uz,8,9,30,181,58
uz,8,10,30,181,58
uz,9,1,0,153,181
uz,9,2,0,153,181
uz,9,3,0,153,181
uz,9,4,255,255,255
uz,9,5,255,255,255
uz,9,6,255,255,255
uz,9,7,255,255,255
uz,9,8,30,181,58
uz,9,9,30,181,58
uz,9,10,30,181,58
uz,10,1,0,153,181
uz,10,2,0,153,181
uz,10,3,0,153,181
uz,10,4,255,255,255
uz,10,5,255,255,255
uz,10,6,255,255,255
uz,10,7,255,255,255
uz,10,8,30,181,58
uz,10,9,30,181,58
uz,10,10,30,181,58
ws,1,1,0,43,127
ws,1,2,0,43,127
ws,1,3,0,43,127
ws,1,4,0,43,127
ws,1,5,0,43,127
ws,1,6,206,17,38
ws,1,7,206,17,38
ws,1,8,206,17,38
ws,1,9,206,17,38
ws,1,10,206,17,38
ws,2,1,0,43,127
ws,2,2,0,43,127
ws,2,3,0,43,127
ws,2,4,0,43,127
ws,2,5,0,43,127
ws,2,6,206,17,38
ws,2,7,206,17,38
ws,2,8,206,17,38
ws,2,9,206,17,38
ws,2,10,206,17,38
ws,3,1,255,255,255
ws,3,2,0,43,127
ws,3,3,0,43,127
ws,3,4,68,99,161
ws,3,5,38,74,146
ws,3,6,206,17,38
ws,3,7,206,17,38
ws,3,8,206,17,38
ws,3,9,206,17,38
ws,3,10,206,17,38
ws,4,1,0,43,127
ws,4,2,0,43,127
ws,4,3,0,43,127
ws,4,4,0,43,127
ws,4,5,0,43,127
ws,4,6,206,17,38
ws,4,7,206,17,38
ws,4,8,206,17,38
ws,4,9,206,17,38
ws,4,10,206,17,38
ws,5,1,0,43,127
ws,5,2,0,43,127
ws,5,3,0,43,127
ws,5,4,0,43,127
ws,5,5,0,43,127
ws,5,6,206,17,38
ws,5,7,206,17,38
ws,5,8,206,17,38
ws,5,9,206,17,38
ws,5,10,206,17,38
ws,6,1,206,17,38
ws,6,2,206,17,38
ws,6,3,206,17,38
ws,6,4,206,17,38
ws,6,5,206,17,38
ws,6,6,206,17,38
ws,6,7,206,17,38
ws,6,8,206,17,38
ws,6,9,206,17,38
ws,6,10,206,17,38
ws,7,1,206,17,38
ws,7,2,206,17,38
ws,7,3,206,17,38
ws,7,4,206,17,38
ws,7,5,206,17,38
ws,7,6,206,17,38
ws,7,7,206,17,38
ws,7,8,206,17,38
ws,7,9,206,17,38
ws,7,10,206,17,38
ws,8,1,206,17,38
ws,8,2,206,17,38
ws,8,3,206,17,38
ws,8,4,206,17,38
ws,8,5,206,17,38
ws,8,6,206,17,38
ws,8,7,206,17,38
ws,8,8,206,17,38
ws,8,9,206,17,38
ws,8,10,206,17,38
ws,9,1,206,17,38
ws,9,2,206,17,38
ws,9,3,206,17,38
ws,9,4,206,17,38
ws,9,5,206,17,38
ws,9,6,206,17,38
ws,9,7,206,17,38
ws,9,8,206,17,38
ws,9,9,206,17,38
ws,9,10,206,17,38
ws,10,1,206,17,38
ws,10,2,206,17,38
ws,10,3,206,17,38
ws,10,4,206,17,38
ws,10,5,206,17,38
ws,10,6,206,17,38
ws,10,7,206,17,38
ws,10,8,206,17,38
ws,10,9,206,17,38
ws,10,10,206,17,38
at,1,1,200,16,46
at,1,2,200,16,46
at,1,3,200,16,46
at,1,4,255,255,255
at,1,5,255,255,255
at,1,6,255,255,255
at,1,7,255,255,255
at,1,8,200,16,46
at,1,9,200,16,46
at,1,10,200,16,46
at,2,1,200,16,46
at,2,2,200,16,46
at,2,3,200,16,46
at,2,4,255,255,255
at,2,5,255,255,255
at,2,6,255,255,255
at,2,7,255,255,255
at,2,8,200,16,46
at,2,9,200,16,46
at,2,10,200,16,46
at,3,1,200,16,46
at,3,2,200,16,46
at,3,3,200,16,46
at,3,4,255,255,255
at,3,5,255,255,255
at,3,6,255,255,255
at,3,7,255,255,255
at,3,8,200,16,46
at,3,9,200,16,46
at,3,10,200,16,46
at,4,1,200,16,46
at,4,2,200,16,46
at,4,3,200,16,46
at,4,4,255,255,255
at,4,5,255,255,255
at,4,6,255,255,255
at,4,7,255,255,255
at,4,8,200,16,46
at,4,9,200,16,46
at,4,10,200,16,46
at,5,1,200,16,46
at,5,2,200,16,46
at,5,3,200,16,46
at,5,4,255,255,255
at,5,5,255,255,255
at,5,6,255,255,255
at,5,7,255,255,255
at,5,8,200,16,46
at,5,9,200,16,46
at,5,10,200,16,46
at,6,1,200,16,46
at,6,2,200,16,46
at,6,3,200,16,46
at,6,4,255,255,255
at,6,5,255,255,255
at,6,6,255,255,255
at,6,7,255,255,255
at,6,8,200,16,46
at,6,9,200,16,46
at,6,10,200,16,46
at,7,1,200,16,46
at,7,2,200,16,46
